Class,Metamorphic Alteration,Curious Obsession,Chart a Course,Nightveil Sprite,Merfolk Trickster,Wizard's Retort,Essence Scatter,Spell Pierce,Dive Down,Warkite Marauder,Siren Stormtamer,Mist-Cloaked Herald,Tempest Djinn,Island,Karn Scion of Urza,Cut / Ribbons,Magma Spray,Heart of Kiran,Chandra Torch of Defiance,Doomfall,Abrade,Rekindling Phoenix,Pia Nalaar,Kari Zev Skyship Raider,Hazoret the Fervent,Glorybringer,Bomat Courier,Goblin Chainwhirler,Scrapheap Scrounger,Swamp,Aether Hub,Dragonskull Summit,Canyon Slough,Mountain,Deeproot Waters,Unsummon,Herald of Secret Streams,Kopala Warden of Waves,Swift Warden,Silvergill Adept,Kumena Tyrant of Orazca,Kumena's Speaker,Merfolk Branchwalker,Deeproot Elite,Merfolk Mistbinder,Field of Ruin,Hashep Oasis,Botanical Sanctum,Unclaimed Territory,Forest,Dauntless Bodyguard,Healer's Hawk,Skymarcher Aspirant,Snubhorn Sentry,Adanto Vanguard,Benalish Marshal,Venerated Loxodon,Pride of Conquerors,Legion's Landing,History of Benalia,Conclave Tribunal,Clifftop Retreat,Plains,Sacred Foundry,Radical Idea,Opt,Goblin Electromancer,Enigma Drake,Crackling Drake,Arclight Phoenix,Sulfur Falls,Steam Vents,Tormenting Voice,Maximize Velocity,Lava Coil,Discovery / Dispersal,Beacon Bolt,Shock,Syncopate,Deep Freeze,Knight of Grace,Heroic Reinforcements,Ajani Adversary of Tyrants,Risk Factor,Legion Warboss,Aurelia Exemplar of Justice,Warlord's Fury,Crash Through,Baral Chief of Compliance,Nimble Obstructionist,Slither Blade,Watery Grave,Boros Guildgate,Lightning Strike,Ramunap Ruins,Scavenger Grounds,Sunscorched Desert,Ahn-Crop Crasher,Earthshaker Khenra,Soul-Scar Mage,Harnessed Lightning,Bristling Hydra,Rhonas the Indomitable,Jadelight Ranger,Servant of the Conduit,Thrashing Brontodon,Voltaic Brawler,Sheltered Thicket,Spirebluff Canal,Rootbound Crag,Shefet Dunes,Glory-Bound Initiate,Servo Exhibition,Cartouche of Solidarity,Trial of Solidarity,Inspiring Vantage,Rampaging Ferocidon,Harsh Mentor,Sleep,Attune with Aether,Blossoming Defense,Longtusk Cub,Greenbelt Rampager,Deathgorge Scavenger,Wizard's Lightning,The Flame of Keld,Fanatical Firebrand,Ghitu Lavarunner,Assassin's Trophy,Vraska's Contempt,Vraska Golgari Queen,Midnight Reaper,Thorn Lieutenant,Steel Leaf Champion,Pelt Collector,Llanowar Elves,Kraul Harpooner,Memorial to Folly,Overgrown Tomb,Woodland Cemetery,Sacred Cat,Adorned Pouncer,Resilient Khenra,Kinjalli's Sunwing,Rishkar Peema Renegade,Oviya Pashiri Sage Lifecrafter,Oketra the True,Appeal / Authority,Aethersphere Harvester,Sunpetal Grove,Scattered Groves,Viashino Pyromancer,Toolcraft Exemplar,Veteran Motorist,Unlicensed Disintegration,Concealed Courtyard,Spire of Industry,Experimental Frenzy,Runaway Steam-Kin,Hunted Witness,Depala Pilot Exemplar,Fatal Push,Exclusion Mage,Diregraf Ghoul,Dread Wanderer,Glint-Sleeve Siphoner,Graveyard Marshal,Ruin Raider,Vicious Conquistador,Walk the Plank,Cast Down,Supernatural Stamina,Ifnir Deadlands,Bone Picker,Rigging Runner,Crashing Tide,Tempest Caller,Jungleborn Pioneer,Jade Bearer,Yahenni Undying Partisan,The Scorpion God,Gifted Aetherborn,Gonti Lord of Luxury,Ionize,Izzet Guildgate,Lookout's Dispersal,Favorable Winds,Hope of Ghirapur,Skyship Plunderer,Storm Fleet Aerialist,Artificer's Assistant,Walking Ballista,Woodland Stream,Electrostatic Pummeler,Sage of Shaila's Claim,Cartouche of Knowledge,Hadana's Climb,Larger Than Life,Deadeye Tracker,Hostage Taker,Dreamcaller Siren,Daring Saboteur,Dire Fleet Poisoner,Fathom Fleet Captain,Kitesail Freebooter,Drowned Catacomb,Commit / Memory,Metallic Mimic,Seafloor Oracle,Fight with Fire,Treasure Map,Baffling End,Dunes of the Dead,Dire Fleet Daredevil,Invigorated Rampage,Inventor's Apprentice,River Heralds' Boon,Watertrap Weaver,Hinterland Harbor,Famished Paladin,Leonin Vanguard,Divine Visitation,Memorial to Glory,Glacial Fortress,One With the Wind,Sram Senior Edificer,Irrigated Farmland,Grasping Dunes,Adeliz the Cinder Wind,Shapers' Sanctuary,Vivien Reid,Find / Finality,Seekers' Squire,Carnage Tyrant,Ravenous Chupacabra,Wildgrowth Walker,Chemister's Insight,Goblin Instigator,Boros Challenger,Arch of Orazca,Dark-Dweller Oracle,Goblin Warchief,Goblin Trashmaster,Siege-Gang Commander,Skirk Prospector,Vine Mare,Nullhide Ferox,Ghalta Primal Hunger,Liliana's Mastery,Liliana Untouched by Death,Lord of the Accursed,Death Baron,Wayward Servant,Binding Mummy,Isolated Chapel,Silverbeak Griffin,Ammit Eternal,Murder,Dread Shade,Dismissive Pyromancer,Night Market Lookout,Thud,Sweltering Suns,Fling,Lathnu Hellion,Insult / Injury,Rustwing Falcon,Banefire,Relentless Raptor,Path of Mettle,Ixalan's Binding,Cast Out,Gideon of the Trials,Trueheart Duelist,Key to the City,Sram's Expertise,Seal Away,Blink of an Eye,Murmuring Mystic,The Mirari Conjecture,Bontu's Last Reckoning,Naru Meha Master Wizard,Ajani's Pridemate,Sunhome Stalwart,Riddleform,Spellweaver Eternal,Confiscation Coup,Glimmer of Genius,Whirler Virtuoso,Make a Stand,Sheltering Light,Justice Strike,Deafening Clarion,Shalai Voice of Plenty,Resplendent Angel,Lyra Dawnbringer,Expel from Orazca,Bontu the Glorified,Novice Knight,Squire's Devotion,Aether Tunnel,Vraska Relic Seeker,Golgari Findbroker,Vineshaper Mystic,Emmara Soul of the Accord,Knight of Autumn,Trostani Discordant,Saproling Migration,March of the Multitudes,Flower / Flourish,Dawn of Hope,Temple Garden,Rogue Refiner,Authority of the Consuls,Negate,Settle the Wreckage,The Eldest Reborn,Izoni Thousand-Eyed,Thopter Arrest,Knight of Malice,Profane Procession,Radiant Destiny,Queen's Commission,Call to the Feast,Champion of Dusk,Crested Sunmare,Martyr of Dusk,Dusk Legion Zealot,Legion Lieutenant,Forsaken Sanctuary,Channeler Initiate,Nissa Vital Force,Blooming Marsh,Vance's Blasting Cannons,Noxious Gearhulk,Cryptic Serpent,Deeproot Champion,The Scarab God,Winding Constrictor,Verdurous Gearhulk,Fetid Pools,Sarkhan Fireblood,Nicol Bolas the Ravager,Demanding Dragon,Liliana Death's Majesty,Torrential Gearhulk,Champion of Wits,Endless Sands,Angel of Invention,Vanquisher's Banner,Dusk / Dawn,Legion Conquistador,Oketra's Monument,Mavren Fein Dusk Apostle,Forerunner of the Legion,Duskborne Skymarcher,Ritual of Soot,District Guide,Dryad Greenseeker,Sorcerous Spyglass,Metallic Rebuke,Implement of Ferocity,Scrap Trawler,Glint-Nest Crane,Jaya Ballard,Trial of Ambition,Cartouche of Ambition,Plaguecrafter,Militia Bugler,The Immortal Sun,Savage Stomp,Thunderherd Migration,Commune with Dinosaurs,Runic Armasaur,Ripjaw Raptor,Regisaur Alpha,Shivan Fire,Isareth the Awakener,Foul Orchard,Golden Demise,Moment of Craving,Dead Weight,Notion Rain,Underrealm Lich,Doom Whisperer,Thief of Sanity,Gruesome Menagerie,Plague Mare,Stitcher's Supplier,Glowspore Shaman,Adventurous Impulse,Cinder Barrens,Start / Finish,Renegade Map,Hidden Stockpile,Anointer Priest,Anointed Procession,Fumigate,Evolving Wilds,Supreme Will,Angel of Sanctions,Sunscourge Champion,Vizier of Many Faces,Vizier of the Anointed,Ipnu Rivulet,Necrotic Wound,Bone Dragon,Molderhulk,Druid of the Cowl,God-Pharaoh's Gift,Gate to the Afterlife,Multani Yavimaya's Avatar,Arguel's Blood Fast,Censor,Never / Return,Gonti's Aether Heart,Decoction Module,Whir of Invention,Animation Module,Fabrication Module,Thriving Turtle,Inventors' Fair,Elvish Rejuvenator,Thought Erasure,Muldrotha the Gravetide,Memorial to War,Slaughter the Strong,Tocatli Honor Guard,Samut the Tested,Otepec Huntmaster,Ranging Raptors,Drover of the Mighty,Skysovereign Consul Flagship,Territorial Allosaurus,Traxos Scourge of Kroog,Remorseful Cleric,Teferi Hero of Dominaria,Niv-Mizzet Parun,Hour of Promise,Josu Vess Lich Knight,Conclave Cavalier,Reverse Engineer,Inventor's Goggles,Maverick Thopterist,Aether Swooper,Duress,Spit Flame,Verix Bladewing,Lathliss Dragon Queen,Skywhaler's Shot,Zhalfirin Void,Wayward Swordtooth,Timber Gorge,Nicol Bolas God-Pharaoh,Revolutionary Rebuff,Temmet Vizier of Naktamun,Aven Wind Guide,Aviary Mechanic,Fairgrounds Warden,Cloudblazer,Chromatic Lantern,Path of Discovery,Urza's Ruinous Blast,Mox Amber,Shanna Sisay's Legacy,Teshar Ancestor's Apostle,Spell Swindle,Search for Azcanta,Disallow,Stone Quarry,Twilight Prophet,Sanctum Seeker,Bishop of Rebirth,Desert of the Indomitable,Sarkhan's Unsealing,Zahid Djinn of the Lamp,Journey to Eternity,Hour of Glory,Claim / Fame,Beast Whisperer,Elvish Clancaller,Marwyn the Nurturer,Lazav the Multifarious,Dream Eater,Dimir Guildgate,Gigantosaurus,On Serra's Wings,Memorial to Genius,Regal Caracal,Pride Sovereign,Leonin Warleader,Lost Legacy,Submerged Boneyard,Golgari Raiders,Kraul Foragers,Hour of Devastation,Combustible Gearhulk,Burning Sun's Avatar,Goreclaw Terror of Qal Sisma,Ajani Unyielding,Glyph Keeper,Nissa Steward of Elements,Raff Capashen Ship's Mage,Disdainful Stroke,Cogworker's Puzzleknot,Metalspinner's Puzzleknot,Sunset Pyramid,Tezzeret the Schemer,Battle at the Bridge,Silent Gravestone,Prophetic Prism,Servo Schematic,Herald of Anguish,Angrath the Flame-Chained,Approach of the Second Sun,Ral Izzet Viceroy,Anticipate,Expansion / Explosion,Fiery Cannonade,Detection Tower,Thaumatic Compass,Aether Meltdown,Pull from Tomorrow,Gideon's Reproach,Azor's Gateway,Mastermind's Acquisition,Cleansing Nova,Gift of Paradise,Refurbish,Strategic Planning,Minister of Inquiries,Hostile Desert,Disinformation Campaign,Blood Operative,Price of Fame,Sinister Sabotage,Gravitic Punch,Curator of Mysteries,Abandoned Sarcophagus,Drake Haven,Countervailing Winds,Renewed Faith,Hieroglyphic Illumination,Forsake the Worldly,Chromium the Mutable,Yahenni's Expertise,Desert of the Glorified,Haze of Pollen,Karn's Temporal Sundering,Nexus of Fate,Root Snare,Secrets of the Golden City,Spring / Mind,Mission Briefing,Star of Extinction,Highland Lake,Essence Extraction,Cascading Cataracts,Revitalize,Farm / Market,Ritual of Rejuvenation,Consign / Oblivion,Dynavolt Tower,Jaya's Immolating Inferno,Divination,Dragon's Hoard,Vaevictis Asmadi the Dire,Darigaaz Reincarnated,Fungal Infection,Demonlord Belzenlok,Torment of Hailfire,Gonti's Machinations,Pirate's Pillage,Struggle / Survive,Desert of the True,Fountain of Renewal,Bounty of the Luxa,Pause for Reflection,Oath of Teferi,Cabal Stronghold,Invoke the Divine,Tetzimoc Primal Death,Djeru's Renunciation,Dovin Baan,Waker of the Wilds,River Hoopoe,Hour of Revelation,Naturalize,Orazca Relic,Slash of Talons,Faith of the Devoted,Shadow of the Grave,New Perspectives,Shefet Monitor,Vizier of Tumbling Sands,Desert of the Mindful,Sandwurm Convergence,Meandering River,Chance for Glory,Gateway Plaza,Lich's Mastery,Marionette Master,Prairie Stream,Port Town,Quarantine Field,Spell Queller,Immolating Glare,Gideon Ally of Zendikar,Declaration in Stone,Blessed Alliance,Archangel Avacyn,Devious Cover-Up,Shielded Aether Thief,Phyrexian Scriptures
Aggro,2,4,2,2,4,4,3,1,3,2,4,4,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aggro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,2,2,2,2,2,4,4,4,1,2,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aggro,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,3,3,3,3,4,4,4,1,2,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aggro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,4,4,4,4,2,4,4,4,2,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aggro,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,2,4,4,4,4,3,1,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aggro,0,4,2,2,4,4,3,2,2,0,4,4,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
